brand,config,drivetrain,exterior_color,interior_color,mileage,model,price,transmission,year
Jeep,Sahara,4x4/4-wheel drive,Silver,Black,23737,Wrangler,24649,Automatic,2012
Jeep,Unlimited X,4x4/4-wheel drive,Black,Gray,106135,Wrangler,17990,Other / Unknown,2008
Jeep,X,4x4/4-wheel drive,Yellow,Black,77854,Wrangler,14499,Manual,2006
Jeep,Rubicon,4x4/4-wheel drive,Blue,Black,19446,Wrangler,31991,Manual,2015
Jeep,Sport,4x4/4-wheel drive,Silver,Black,35522,Wrangler,25993,Automatic,2014
Jeep,Rubicon,4x4/4-wheel drive,Black,Black,42924,Wrangler,27500,Automatic,2013
Jeep,Sport,4x4/4-wheel drive,White,Black,23098,Wrangler,27888,Automatic,2017
Jeep,Sport,4x4/4-wheel drive,White,Beige,80719,Wrangler,19995,Automatic,2014
Jeep,Sport,4x4/4-wheel drive,Silver,Black,15213,Wrangler,,Automatic,2019
Jeep,Unlimited X,4x4/4-wheel drive,Red,Other,94457,Wrangler,18500,Automatic,2008
Jeep,Sport,4x4/4-wheel drive,White,Black,27553,Wrangler,28590,Automatic,2017
Jeep,Sahara,4x4/4-wheel drive,Black,Black,36327,Wrangler,27420,Automatic,2015
Jeep,Sport S,4x4/4-wheel drive,Silver,Black,12324,Wrangler,36888,Automatic,2019
Jeep,Sahara,4x4/4-wheel drive,Blue,Black,17654,Wrangler,30988,Automatic,2017
Jeep,Unlimited Sahara,4x4/4-wheel drive,Red,Gray,123180,Wrangler,17990,Automatic,2007
Jeep,Sahara,4x4/4-wheel drive,Black,Black,36327,Wrangler,27420,Automatic,2015
Jeep,Sport,4x4/4-wheel drive,White,Black,65583,Wrangler,20987,Automatic,2014
Jeep,Rubicon,4x4/4-wheel drive,Orange,Black,82705,Wrangler,22000,Automatic,2011
Jeep,Unlimited Rubicon,4x4/4-wheel drive,Red,Gray,119527,Wrangler,18804,Automatic,2008
Jeep,Unlimited Sahara,4x4/4-wheel drive,Other,Other,118107,Wrangler,14998,Automatic,2007
Jeep,Sahara,4x4/4-wheel drive,Red,Black,32126,Wrangler,,Manual,2017
Jeep,X,4x4/4-wheel drive,Black,Gray,141210,Wrangler,11981,Manual,2004
Jeep,Sport,4x4/4-wheel drive,Other,Black,144091,Wrangler,15500,Automatic,2012
Jeep,Unlimited X,4x4/4-wheel drive,White,Other,103966,Wrangler,16974,Other / Unknown,2008
Jeep,Rubicon,4x4/4-wheel drive,Black,Gray,136557,Wrangler,15415,Manual,2008
Jeep,Unlimited X,4x4/4-wheel drive,Red,Other,122822,Wrangler,16045,Manual,2008
Jeep,X,4x4/4-wheel drive,Silver,Other,99990,Wrangler,14999,Automatic,2007
Jeep,Sport,4x4/4-wheel drive,Gray,Other,40279,Wrangler,23297,Automatic,2017
Jeep,Rubicon,4x4/4-wheel drive,Gray,Black,1941,Wrangler,36500,Automatic,2017
Jeep,Sport,4x4/4-wheel drive,Black,Other,116062,Wrangler,18790,Automatic,2012
Jeep,Sport,4x4/4-wheel drive,Silver,Black,70966,Wrangler,,Automatic,2011
Jeep,Unlimited Sahara,4x4/4-wheel drive,Black,Gray,68784,Wrangler,19995,Automatic,2008
Jeep,Sahara,4x4/4-wheel drive,Red,Other,112762,Wrangler,13998,Automatic,2008
Jeep,Sport,4x4/4-wheel drive,Black,Black,44471,Wrangler,22573,Automatic,2017
Jeep,Freedom Edition,4x4/4-wheel drive,White,Black,77057,Wrangler,23551,Automatic,2015
Jeep,Sport,4x4/4-wheel drive,White,Black,13398,Wrangler,25498,Automatic,2017
Jeep,Sahara,4x4/4-wheel drive,Black,Black,33423,Wrangler,25999,Automatic,2013
Jeep,Rubicon,4x4/4-wheel drive,Silver,Black,50273,Wrangler,24464,Automatic,2014
Jeep,Sport,4x4/4-wheel drive,Black,Black,63000,Wrangler,21999,Automatic,2014
Jeep,Sahara,4x4/4-wheel drive,Silver,Black,46126,Wrangler,29652,Automatic,2015
Jeep,Sport,4x4/4-wheel drive,Silver,Black,35408,Wrangler,22500,Automatic,2016
Jeep,Sport,4x4/4-wheel drive,Black,Black,16804,Wrangler,26700,Automatic,2017
Jeep,Willys Wheeler,4x4/4-wheel drive,Gray,Black,49381,Wrangler,26881,Automatic,2016
Jeep,X,4x4/4-wheel drive,Silver,Gray,138502,Wrangler,14995,Automatic,2009
Jeep,Freedom Edition,4x4/4-wheel drive,Black,Black,31616,Wrangler,22995,Automatic,2013
Jeep,Freedom,4x4/4-wheel drive,Black,Black,37264,Wrangler,24980,Automatic,2016
Jeep,Sport S,4x4/4-wheel drive,White,Black,6355,Wrangler,,Automatic,2018
Jeep,Rubicon,4x4/4-wheel drive,Black,Black,66599,Wrangler,21000,Manual,2012
Jeep,Sport,4x4/4-wheel drive,Silver,Gray,87151,Wrangler,13800,Manual,2006
Jeep,Sport,4x4/4-wheel drive,Red,Black,115784,Wrangler,14881,Manual,2012
Jeep,Sport,4x4/4-wheel drive,White,Black,85972,Wrangler,18495,Automatic,2012
Jeep,Sport,4x4/4-wheel drive,Black,Black,56173,Wrangler,21477,Manual,2015
Jeep,Rubicon,4x4/4-wheel drive,Black,Black,49568,Wrangler,31955,Manual,2014
Jeep,Sahara,4x4/4-wheel drive,Silver,Black,40000,Wrangler,,Manual,2015
Jeep,Sport,4x4/4-wheel drive,Black,Black,67389,Wrangler,21950,Automatic,2015
Jeep,Sport,4x4/4-wheel drive,Green,Black,38394,Wrangler,19225,Manual,2013
Jeep,Sport,4x4/4-wheel drive,Black,Black,63794,Wrangler,21000,Manual,2015
Jeep,Sport,4x4/4-wheel drive,Red,Black,48212,Wrangler,,Automatic,2016
Jeep,Rubicon,4x4/4-wheel drive,Gray,Black,37754,Wrangler,31208,Automatic,2016
Jeep,Sahara,4x4/4-wheel drive,Black,Black,31427,Wrangler,25700,Automatic,2014
Jeep,Sport,4x4/4-wheel drive,Yellow,Black,41089,Wrangler,22499,Automatic,2015
Jeep,Black Bear,4x4/4-wheel drive,Blue,Black,13959,Wrangler,25500,Manual,2016
Jeep,Sport S,4x4/4-wheel drive,Green,Black,13541,Wrangler,29536,Automatic,2018
Jeep,Sahara,4x4/4-wheel drive,White,Black,20893,Wrangler,28995,Automatic,2016
Jeep,Rubicon,4x4/4-wheel drive,White,Black,14968,Wrangler,38750,Automatic,2018
Jeep,Rubicon,4x4/4-wheel drive,Gray,Other,30125,Wrangler,34488,Manual,2015
Jeep,Sport,4x4/4-wheel drive,Blue,Black,2843,Wrangler,33384,Automatic,2018
Jeep,X,4x4/4-wheel drive,Red,Gray,101552,Wrangler,14980,Manual,2008
Jeep,Sahara,4x4/4-wheel drive,White,Black,33685,Wrangler,29259,Automatic,2016
Jeep,Sport,4x4/4-wheel drive,Black,Black,6179,Wrangler,27846,Automatic,2017
Jeep,Sport,4x4/4-wheel drive,Black,Black,28804,Wrangler,24000,Manual,2016
Jeep,Unlimited Sahara,4x4/4-wheel drive,Green,Gray,109877,Wrangler,15500,Automatic,2007
Jeep,Sport,4x4/4-wheel drive,White,Black,31602,Wrangler,27804,Automatic,2017
Jeep,Unlimited Rubicon,4x4/4-wheel drive,Green,Gray,160473,Wrangler,15800,Manual,2008
Jeep,Sport,4x4/4-wheel drive,Green,Gray,131649,Wrangler,14944,Automatic,2010
Jeep,Sahara,4x4/4-wheel drive,Black,Other,21533,Wrangler,29000,Automatic,2016
Jeep,Sport,4x4/4-wheel drive,Black,Black,4951,Wrangler,,Automatic,2018
Jeep,Sahara,4x4/4-wheel drive,Black,Black,42228,Wrangler,26705,Automatic,2015
Jeep,Sport,4x4/4-wheel drive,Gray,Black,77982,Wrangler,,Other / Unknown,2015
Jeep,X,4x4/4-wheel drive,Orange,Black,89501,Wrangler,16000,Automatic,2009
Jeep,Sahara,4x4/4-wheel drive,Silver,Black,32045,Wrangler,26792,Automatic,2015
Jeep,Unlimited X,4x4/4-wheel drive,Green,Gray,136402,Wrangler,16988,Automatic,2008
Jeep,Sport,4x4/4-wheel drive,Black,Black,14773,Wrangler,26995,Manual,2017
Jeep,Sport,4x4/4-wheel drive,Black,Beige,89989,Wrangler,17900,Manual,2010
Jeep,X,4x4/4-wheel drive,Yellow,Gray,100321,Wrangler,13000,Manual,2006
Jeep,Sport,4x4/4-wheel drive,Blue,Black,56028,Wrangler,20791,Automatic,2015
Jeep,Sport,4x4/4-wheel drive,Red,Black,20702,Wrangler,25300,Automatic,2014
Jeep,Unlimited X,4x4/4-wheel drive,White,Gray,102185,Wrangler,,Automatic,2008
Jeep,Rubicon,4x4/4-wheel drive,Black,Beige,30400,Wrangler,28493,Automatic,2013
Jeep,Sport,4x4/4-wheel drive,Gray,Black,2053,Wrangler,31995,Manual,2018
Jeep,Sahara,4x4/4-wheel drive,Red,Gray,13810,Wrangler,24911,Automatic,2010
Jeep,Sport,4x4/4-wheel drive,Blue,Black,50788,Wrangler,21991,Automatic,2012
Jeep,Sahara,4x4/4-wheel drive,White,Black,54695,Wrangler,26976,Automatic,2015
Jeep,Sport,4x4/4-wheel drive,Black,Black,29511,Wrangler,25652,Automatic,2017
Jeep,Sahara,4x4/4-wheel drive,White,Black,6671,Wrangler,27878,Automatic,2014
Jeep,Sport,4x4/4-wheel drive,Silver,Black,50101,Wrangler,22990,Automatic,2015
Jeep,Sahara,4x4/4-wheel drive,Black,Black,36327,Wrangler,27420,Automatic,2015
Jeep,Unlimited Rubicon,4x4/4-wheel drive,Red,Gray,46957,Wrangler,22252,Automatic,2008
Jeep,Sport,4x4/4-wheel drive,Gray,Black,6685,Wrangler,29890,Automatic,2018
Jeep,Sport,4x4/4-wheel drive,Black,Black,76,Wrangler,37890,Automatic,2018
Jeep,Sport,4x4/4-wheel drive,Black,Black,115625,Wrangler,15995,Automatic,2012
Jeep,Sahara,4x4/4-wheel drive,Black,Black,20768,Wrangler,27500,Automatic,2016
Jeep,Sport,4x4/4-wheel drive,Gray,Black,8397,Wrangler,32875,Automatic,2019
Jeep,Sport,4x4/4-wheel drive,Red,Black,572,Wrangler,30203,Automatic,2018
