brand,config,drivetrain,exterior_color,interior_color,mileage,model,price,transmission,year
Lincoln, Base,FWD,Red,Black,67789,MKS,12990,Automatic,2013
Lincoln, Base,AWD,Silver,Black,102013,MKS,12350,Automanual,2014
Lincoln, 4dr Sdn 3.7L FWD,FWD,White,Beige,23684,MKS,21671,Automatic,2015
Lincoln, Base,FWD,Black,Black,77455,MKS,,Automanual,2015
Lincoln, Base,FWD,Silver,Black,78839,MKS,12995,Automatic,2013
Lincoln, Base,FWD,Silver,Black,128554,MKS,11950,Automatic,2015
Lincoln, Base,FWD,Silver,Black,52827,MKS,15980,Automatic,2016
Lincoln, Base,FWD,Brown,Beige,45771,MKS,18995,Automatic,2016
Lincoln, Base,FWD,White,Beige,39071,MKS,19400,Automatic,2015
Lincoln,,FWD,Red,Other,81048,MKS,12287,Automatic,2013
Lincoln, Base,FWD,Red,Beige,93844,MKS,9998,Automatic,2010
Lincoln, Base,AWD,White,Beige,34069,MKS,16200,Automatic,2013
Lincoln, Base,AWD,Gray,Beige,69532,MKS,14995,Automatic,2014
Lincoln, EcoBoost,AWD,Beige,Beige,9379,MKS,29972,Automatic,2016
Lincoln, Base,AWD,Other,Beige,40968,MKS,20994,Automanual,2015
Lincoln, Base,AWD,Blue,Other,38159,MKS,17477,Automatic,2013
Lincoln, Base,FWD,Black,Black,36654,MKS,22600,Automatic,2016
Lincoln,,FWD,Gray,Black,40200,MKS,20999,Automatic,2016
Lincoln,,FWD,Black,Black,14046,MKS,18670,Automatic,2013
Lincoln,,AWD,Silver,Black,62443,MKS,16998,Automatic,2013
Lincoln, Base,AWD,Gray,Other,42425,MKS,16890,Automatic,2014
Lincoln, EcoBoost,AWD,Other,Black,55335,MKS,22890,Automatic,2016
Lincoln, Base,AWD,White,Other,31010,MKS,17890,Automatic,2013
Lincoln, EcoBoost,AWD,Red,Other,108814,MKS,8959,Automatic,2011
Lincoln, Base,AWD,Black,Black,97008,MKS,,Automanual,2009
Lincoln, Base,AWD,White,Brown,111031,MKS,10995,Automatic,2013
Lincoln, Base,AWD,White,Other,68620,MKS,13000,Automatic,2011
Lincoln, Base,FWD,Red,Black,82494,MKS,12500,Automatic,2014
Lincoln, Base,FWD,White,Black,102285,MKS,10850,Automatic,2013
Lincoln, AWD,AWD,White,Black,43804,MKS,21000,Automatic,2015
Lincoln, Base,AWD,Black,Black,131825,MKS,7700,Automatic,2009
Lincoln, Base,AWD,Black,Beige,34945,MKS,21900,Automatic,2015
Lincoln, Base,AWD,Black,Beige,14426,MKS,25995,Automatic,2015
Lincoln, EcoBoost,AWD,Black,Beige,103824,MKS,12000,Automatic,2013
Lincoln, Base,FWD,Black,Black,44833,MKS,13890,Automatic,2012
Lincoln, Base,AWD,Brown,Beige,148100,MKS,6797,Automatic,2009
Lincoln, EcoBoost,AWD,Beige,Other,97897,MKS,13900,Automatic,2014
Lincoln, EcoBoost,AWD,Gray,Black,52110,MKS,12999,Automatic,2011
Lincoln, EcoBoost,AWD,Silver,Black,106873,MKS,8495,Automatic,2012
Lincoln, Base,FWD,White,Beige,39071,MKS,19400,Automatic,2015
Lincoln, EcoBoost,AWD,Black,Black,79907,MKS,17995,Automatic,2014
Lincoln, EcoBoost,AWD,Silver,Beige,76089,MKS,16995,Automatic,2013
Lincoln, Base,AWD,White,Brown,115985,MKS,13495,Automatic,2015
Lincoln, Base,AWD,Red,Other,82883,MKS,10500,Automatic,2010
Lincoln, Base,FWD,Silver,Black,139858,MKS,6995,Automatic,2009
Lincoln, Base,FWD,White,Beige,39071,MKS,19400,Automatic,2015
Lincoln, Base,AWD,White,Beige,32866,MKS,18899,Automatic,2016
Lincoln, Base,FWD,White,Beige,39071,MKS,19400,Automatic,2015
Lincoln, Base,FWD,White,Beige,39071,MKS,19400,Automatic,2015
Lincoln, Base,FWD,White,Beige,87879,MKS,13998,Automatic,2013
Lincoln, Base,FWD,White,Beige,64277,MKS,14689,Automatic,2013
Lincoln, Base,AWD,Other,Beige,28105,MKS,22400,Automatic,2016
Lincoln, Base,AWD,Gray,Beige,97123,MKS,14249,Automatic,2014
Lincoln, Base,AWD,White,Other,70451,MKS,9887,Automatic,2009
Lincoln,,FWD,White,Black,89862,MKS,10595,Automatic,2009
Lincoln, Base,FWD,Brown,Beige,55039,MKS,18500,Automatic,2015
Lincoln, Base,AWD,Blue,Other,71837,MKS,13995,Automatic,2011
Lincoln, Base,AWD,Black,Black,80860,MKS,11999,Automatic,2009
Lincoln, Base,FWD,Black,Black,36654,MKS,22600,Automatic,2016
Lincoln, Base,FWD,Black,Black,36654,MKS,22600,Automatic,2016
Lincoln, Base,FWD,Red,Beige,74344,MKS,11432,Automatic,2010
Lincoln, Base,AWD,Beige,Beige,28778,MKS,21576,Automatic,2015
Lincoln, Base,FWD,White,Beige,27386,MKS,18995,Automatic,2014
Lincoln, Base,FWD,Gold,Beige,49493,MKS,10100,Automatic,2010
Lincoln, EcoBoost,AWD,White,Black,16073,MKS,23890,Automatic,2015
Lincoln, EcoBoost,AWD,Brown,Gray,25892,MKS,25890,Automatic,2016
Lincoln, EcoBoost,AWD,Beige,Beige,17045,MKS,25890,Automatic,2016
Lincoln, Base,FWD,Black,Black,36654,MKS,22600,Automatic,2016
Lincoln, Base,FWD,Blue,White,178000,MKS,4999,Automatic,2010
Lincoln, Base,FWD,White,Beige,39071,MKS,19400,Automatic,2015
Lincoln, Base,FWD,Black,Black,36654,MKS,22600,Automatic,2016
Lincoln, Base,FWD,White,Beige,39071,MKS,19400,Automatic,2015
Lincoln,,FWD,Red,Other,62451,MKS,12985,Automatic,2012
Lincoln, Base,FWD,Black,Black,22659,MKS,20990,Automatic,2015
Lincoln, Base,AWD,Black,Other,55795,MKS,11995,Automatic,2009
